position	x	n	folded
135153999	35	120	1
135154234	35	120	1
135154475	35	120	1
135157096	35	120	1
135157106	2	120	1
135157398	35	120	1
135157585	35	120	1
135157675	49	120	1
135157774	36	120	1
135158282	36	120	1
135160388	17	120	1
135160751	24	120	1
135160755	18	120	1
135160931	20	120	1
135160989	35	120	1
135162491	33	120	1
135162567	9	120	1
135163251	28	120	1
135163504	7	120	1
135163779	33	120	1
135164168	7	120	1
135164275	9	120	1
135164278	9	120	1
135164360	9	120	1
135164452	46	120	1
135164711	44	120	1
135164901	36	120	1
135164968	46	120	1
135165609	36	120	1
135165757	46	120	1
135166052	9	120	1
135166438	9	120	1
135166699	27	120	1
135167203	46	120	1
135167467	46	120	1
135167510	36	120	1
135167944	46	120	1
135168919	19	120	1
135169175	13	120	1
135169254	36	120	1
135169501	9	120	1
135169598	38	120	1
135170328	9	120	1
135170373	10	120	1
135170388	35	120	1
135170554	34	120	1
135170561	5	120	1
135171081	43	120	1
135172350	10	120	1
135172502	32	120	1
135172624	11	120	1
135172690	38	120	1
135172728	40	120	1
135172757	10	120	1
135173066	8	120	1
135173319	24	120	1
135173573	38	120	1
135173609	9	120	1
135173837	32	120	1
135173865	40	120	1
135174156	32	120	1
135174296	39	120	1
135174570	2	120	1
135174883	38	120	1
135175187	2	120	1
135175527	10	120	1
135176549	40	120	1
135177146	39	120	1
135177291	7	120	1
135177411	38	120	1
135178194	39	120	1
135178336	20	120	1
135178574	38	120	1
135178975	47	120	1
135179187	2	120	1
135179292	55	120	1
135179913	5	120	1
135179930	18	120	1
135180194	12	120	1
135180454	26	120	1
135180635	2	120	1
135180970	6	120	1
135181039	60	120	1
135182035	46	120	1
135182178	23	120	1
135182189	23	120	1
135182265	37	120	1
135182761	35	120	1
135183549	34	120	1
135183809	58	120	1
135183831	35	120	1
135184376	35	120	1
135184378	35	120	1
135184650	34	120	1
135184675	36	120	1
135184809	36	120	1
135184834	21	120	1
135184962	36	120	1
135185151	22	120	1
135185822	4	120	1
135185846	21	120	1
135186523	56	120	1
135186855	55	120	1
135187191	5	120	1
135187589	22	120	1
135187798	21	120	1
135189564	33	120	1
135189691	56	120	1
135190170	32	120	1
135190522	5	120	1
135190794	22	120	1
135191169	22	120	1
135191368	20	120	1
135192900	16	120	1
135194419	38	120	1
135194454	18	120	1
135194518	11	120	1
135194708	22	120	1
135194886	55	120	1
135195331	19	120	1
135196350	27	120	1
135196511	4	120	1
135196642	3	120	1
135196777	3	120	1
135197082	52	120	1
135197691	36	120	1
135197824	2	120	1
135198568	4	120	1
135199791	47	120	1
135199892	47	120	1
135200638	47	120	1
135201105	52	120	1
135201309	4	120	1
135203499	4	120	1
135205718	4	120	1
135206695	4	120	1
135207606	47	120	1
135207811	47	120	1
135207926	47	120	1
135207963	47	120	1
135208150	47	120	1
135208151	47	120	1
135208282	47	120	1
135208510	47	120	1
135208691	3	120	1
135209459	4	120	1
135209668	47	120	1
135210556	50	120	1
135211106	4	120	1
135211178	4	120	1
135211563	4	120	1
135213203	4	120	1
135213298	41	120	1
135213622	44	120	1
135213693	51	120	1
135213734	41	120	1
135214043	41	120	1
135214532	41	120	1
135214852	49	120	1
135214988	56	120	1
135216282	7	120	1
135216421	3	120	1
135216590	6	120	1
135216591	6	120	1
135216629	56	120	1
135216821	5	120	1
135216845	41	120	1
135217555	56	120	1
135218029	40	120	1
135218083	14	120	1
135218168	18	120	1
135218338	7	120	1
135218357	7	120	1
135218432	45	120	1
135218551	57	120	1
135218663	40	120	1
135218716	17	120	1
135219105	4	120	1
135219286	39	120	1
135219413	41	120	1
135219426	40	120	1
135219672	40	120	1
135219871	7	120	1
135220301	4	120	1
135221235	4	120	1
135221707	4	120	1
135222492	3	120	1
135225932	5	120	1
135226598	54	120	1
135227538	4	120	1
135228486	41	120	1
135229166	18	120	1
135229227	9	120	1
135229617	18	120	1
135230094	55	120	1
135230857	56	120	1
135230867	6	120	1
135230871	55	120	1
135230956	31	120	1
135231479	48	120	1
135231722	3	120	1
135232488	21	120	1
135232830	2	120	1
135232860	22	120	1
135233222	7	120	1
135233583	2	120	1
135233900	7	120	1
135234280	12	120	1
135234313	3	120	1
135234368	40	120	1
135234406	21	120	1
135234887	7	120	1
135234888	7	120	1
135235589	2	120	1
135235609	13	120	1
135235658	29	120	1
135236709	21	120	1
135236787	51	120	1
135236929	3	120	1
135236939	17	120	1
135236957	34	120	1
135238063	4	120	1
135238735	14	120	1
135238792	53	120	1
135239071	54	120	1
135239622	40	120	1
135239626	21	120	1
135239638	16	120	1
135239787	54	120	1
135239838	54	120	1
135239884	59	120	1
135240429	21	120	1
135241918	5	120	1
135242485	23	120	1
135242538	57	120	1
135243227	56	120	1
135243598	34	120	1
135245873	26	120	1
135249882	42	120	1
135249913	25	120	1
135250300	13	120	1
135250831	25	120	1
135251132	5	120	1
135251656	9	120	1
135251815	4	120	1
135252468	15	120	1
135253236	42	120	1
135253775	42	120	1
135254455	42	120	1
135254503	7	120	1
135255202	2	120	1
135255907	34	120	1
135256049	33	120	1
135256052	6	120	1
135256082	56	120	1
135256083	9	120	1
135256497	14	120	1
135257166	29	120	1
135257429	9	120	1
135257694	27	120	1
135258048	29	120	1
135258255	32	120	1
135258647	2	120	1
135259986	53	120	1
135259990	59	120	1
135259995	53	120	1
135259999	37	120	1
135260418	42	120	1
135261281	57	120	1
135261757	36	120	1
135261771	22	120	1
135261773	40	120	1
135262397	4	120	1
135262550	35	120	1
135262553	4	120	1
135262566	45	120	1
135262611	45	120	1
135262720	41	120	1
135262829	32	120	1
135262953	45	120	1
135262991	45	120	1
135263264	45	120	1
135263305	43	120	1
135263496	45	120	1
135263679	4	120	1
135263976	45	120	1
135264031	45	120	1
135264127	45	120	1
135264314	41	120	1
135264474	34	120	1
135264476	35	120	1
135264690	2	120	1
135265963	3	120	1
135267086	40	120	1
135267678	11	120	1
135267867	45	120	1
135267871	45	120	1
135268589	35	120	1
135268886	54	120	1
135269407	17	120	1
135269462	28	120	1
135271380	15	120	1
135273290	37	120	1
135275170	6	120	1
135275239	24	120	1
135275811	24	120	1
135275960	24	120	1
135275961	24	120	1
135276094	25	120	1
135276236	25	120	1
135276280	5	120	1
135276343	5	120	1
135276889	23	120	1
135277318	37	120	1
135278470	24	120	1
135278698	56	120	1
135278721	17	120	1
135279371	56	120	1
135279697	24	120	1
135279722	24	120	1
135279911	17	120	1
135280897	33	120	1
135280973	17	120	1
135281291	17	120	1
135281375	23	120	1
135281377	17	120	1
135282148	17	120	1
135282777	31	120	1
135282893	39	120	1
135282897	39	120	1
135283161	39	120	1
135283514	19	120	1
135284389	17	120	1
135284906	40	120	1
135286157	9	120	1
135286409	43	120	1
135286646	14	120	1
135286760	16	120	1
135287543	37	120	1
135287611	15	120	1
135288039	38	120	1
135288636	38	120	1
135288692	38	120	1
135288890	28	120	1
135288908	38	120	1
135288951	17	120	1
135289569	38	120	1
135289697	38	120	1
135289723	38	120	1
135289926	4	120	1
135290716	38	120	1
135291212	35	120	1
135291315	37	120	1
135291412	28	120	1
135291731	4	120	1
135291732	5	120	1
135291734	6	120	1
135291746	7	120	1
135291948	38	120	1
135292231	38	120	1
135292246	38	120	1
135292298	38	120	1
135292414	38	120	1
135292578	34	120	1
135293448	38	120	1
135293624	5	120	1
135295560	40	120	1
135295570	40	120	1
135295747	8	120	1
135296039	13	120	1
135296356	40	120	1
135296447	40	120	1
135296810	40	120	1
135297335	22	120	1
135303553	40	120	1
135303780	39	120	1
135304307	23	120	1
135305229	40	120	1
135305250	28	120	1
135305315	40	120	1
135305581	40	120	1
135305965	40	120	1
135306197	40	120	1
135306455	39	120	1
135306625	40	120	1
135306979	13	120	1
135307468	40	120	1
135307504	40	120	1
135308018	39	120	1
135308295	40	120	1
135308301	40	120	1
135308718	3	120	1
135309273	8	120	1
135309723	38	120	1
135309793	40	120	1
135309834	28	120	1
135310518	2	120	1
135310625	40	120	1
135312320	40	120	1
135312440	40	120	1
135313399	38	120	1
135313443	40	120	1
135314290	37	120	1
135314382	40	120	1
135314645	40	120	1
135315123	40	120	1
135316377	13	120	1
135316576	7	120	1
135317041	38	120	1
135317058	5	120	1
135317778	13	120	1
135317943	40	120	1
135319969	40	120	1
135321006	40	120	1
135321662	9	120	1
135321761	4	120	1
135322739	19	120	1
135322879	40	120	1
135322979	25	120	1
135323042	40	120	1
135324466	40	120	1
135324691	31	120	1
135324743	40	120	1
135324762	13	120	1
135324802	40	120	1
135325000	41	120	1
135325003	40	120	1
135325288	40	120	1
135326011	28	120	1
135326135	20	120	1
135326429	40	120	1
135326472	13	120	1
135327636	53	120	1
135327946	28	120	1
135328123	28	120	1
135328736	36	120	1
135328794	20	120	1
135329011	41	120	1
135329081	28	120	1
135329412	41	120	1
135329778	38	120	1
135330153	21	120	1
135330239	38	120	1
135330261	38	120	1
135330351	10	120	1
135331537	39	120	1
135331993	9	120	1
135332596	39	120	1
135333125	40	120	1
135333904	21	120	1
135334633	11	120	1
135334642	14	120	1
135334684	41	120	1
135335194	53	120	1
135335587	12	120	1
135335688	28	120	1
135336020	39	120	1
135336025	12	120	1
135336368	5	120	1
135337314	40	120	1
135338110	18	120	1
135339086	12	120	1
135339175	12	120	1
135339559	41	120	1
135339590	2	120	1
135340495	4	120	1
135341311	39	120	1
135341350	44	120	1
135341405	39	120	1
135341407	6	120	1
135341667	40	120	1
135341894	39	120	1
135344834	28	120	1
135345115	7	120	1
135345878	26	120	1
135346106	39	120	1
135346279	39	120	1
135346307	39	120	1
135346391	40	120	1
135346662	40	120	1
135346896	21	120	1
135346947	41	120	1
135347203	38	120	1
135347226	38	120	1
135347369	12	120	1
135347877	39	120	1
135347968	12	120	1
135347969	41	120	1
135348191	39	120	1
135348219	28	120	1
135349002	12	120	1
135349418	41	120	1
135350727	39	120	1
135351005	13	120	1
135351169	53	120	1
135351487	12	120	1
135351759	13	120	1
135352901	41	120	1
135353933	39	120	1
135353997	39	120	1
135354043	39	120	1
135354512	9	120	1
135355737	12	120	1
135355777	39	120	1
135355792	39	120	1
135355843	39	120	1
135356601	19	120	1
135356803	39	120	1
135356842	28	120	1
135356906	8	120	1
135357052	26	120	1
135357255	13	120	1
135357256	53	120	1
135357571	39	120	1
135357871	39	120	1
135357904	39	120	1
135357928	42	120	1
135358135	39	120	1
135358726	39	120	1
135359004	40	120	1
135359105	40	120	1
135359111	40	120	1
135360171	41	120	1
135360515	28	120	1
135360622	12	120	1
135361794	39	120	1
135362820	41	120	1
135363229	18	120	1
135363484	10	120	1
135363570	40	120	1
135363639	2	120	1
135363697	11	120	1
135363980	3	120	1
135364021	41	120	1
135364960	26	120	1
135365096	41	120	1
135365099	41	120	1
135365475	41	120	1
135365751	26	120	1
135366192	41	120	1
135366631	5	120	1
135367160	41	120	1
135367958	26	120	1
135368131	41	120	1
135368615	27	120	1
135370324	10	120	1
135370327	22	120	1
135370638	41	120	1
135371238	41	120	1
135373631	41	120	1
135374372	41	120	1
135374771	26	120	1
135375164	41	120	1
135375215	39	120	1
135375278	41	120	1
135375348	41	120	1
135375522	41	120	1
135375523	26	120	1
135375555	54	120	1
135375562	41	120	1
135375993	41	120	1
135376454	41	120	1
135376569	41	120	1
135377080	26	120	1
135377451	41	120	1
135378312	39	120	1
135378811	53	120	1
135378838	53	120	1
135379331	53	120	1
135380676	42	120	1
135382124	40	120	1
135382929	42	120	1
135384423	23	120	1
135385300	26	120	1
135386252	8	120	1
135386673	2	120	1
135386830	41	120	1
135388035	26	120	1
135388067	53	120	1
135388453	38	120	1
135388776	53	120	1
135393182	41	120	1
135393710	41	120	1
135394115	38	120	1
135396579	41	120	1
135397326	26	120	1
135397438	26	120	1
135397455	26	120	1
135399573	41	120	1
135399944	41	120	1
135400280	17	120	1
135402599	53	120	1
135402765	53	120	1
135403433	41	120	1
135404191	3	120	1
135404291	5	120	1
135404943	26	120	1
135405758	53	120	1
135406840	26	120	1
135408496	53	120	1
135408703	41	120	1
135410438	41	120	1
135410553	53	120	1
135412780	53	120	1
135413385	12	120	1
135413694	26	120	1
135413825	53	120	1
135414541	40	120	1
135416611	7	120	1
135417139	53	120	1
135418829	41	120	1
135419052	53	120	1
135419459	28	120	1
135420970	26	120	1
135421960	26	120	1
135423160	41	120	1
135423167	14	120	1
135423220	26	120	1
135423474	41	120	1
135423592	26	120	1
135423929	4	120	1
135424010	53	120	1
135424194	26	120	1
135424588	26	120	1
135425006	53	120	1
135425631	26	120	1
135426036	7	120	1
135426695	53	120	1
135427804	53	120	1
135428206	53	120	1
135428693	3	120	1
135430362	39	120	1
135430914	15	120	1
135431032	53	120	1
135431983	41	120	1
135432056	26	120	1
135432664	26	120	1
135432744	15	120	1
135432747	11	120	1
135432782	41	120	1
135432796	6	120	1
135434184	41	120	1
135434221	41	120	1
135434286	41	120	1
135436339	26	120	1
135437340	20	120	1
135438140	20	120	1
135439955	53	120	1
135439969	53	120	1
135441061	42	120	1
135441154	13	120	1
135441824	13	120	1
135442242	23	120	1
135442436	26	120	1
135442724	6	120	1
135447002	50	120	1
135451452	53	120	1
135451478	9	120	1
135451854	7	120	1
135452659	41	120	1
135453161	3	120	1
135454120	54	120	1
135454248	54	120	1
135454753	12	120	1
135456421	26	120	1
135456672	2	120	1
135456786	13	120	1
135458729	40	120	1
135458828	41	120	1
135459266	41	120	1
135460646	11	120	1
135462305	41	120	1
135462767	26	120	1
135462999	41	120	1
135465617	17	120	1
135467544	31	120	1
135467555	17	120	1
135468207	9	120	1
135468211	9	120	1
135468589	52	120	1
135468591	53	120	1
135469404	52	120	1
135470081	52	120	1
135471451	52	120	1
135471758	52	120	1
135472419	53	120	1
135473116	31	120	1
135473438	31	120	1
135475119	2	120	1
135475121	17	120	1
135475430	29	120	1
135477371	6	120	1
135477525	18	120	1
135477755	42	120	1
135477844	15	120	1
135479207	18	120	1
135479513	16	120	1
135479558	18	120	1
135480050	20	120	1
135480508	7	120	1
135480534	7	120	1
135480679	57	120	1
135481557	33	120	1
135481694	4	120	1
135482443	31	120	1
135482517	33	120	1
135485545	33	120	1
135486035	33	120	1
135486890	33	120	1
135487683	43	120	1
135487870	34	120	1
135488425	13	120	1
135488428	8	120	1
135488670	52	120	1
135489341	51	120	1
135489858	20	120	1
135489947	20	120	1
135490289	37	120	1
135490358	22	120	1
135490380	34	120	1
135490423	25	120	1
135490430	25	120	1
135490662	56	120	1
135490763	21	120	1
135490888	41	120	1
135490985	21	120	1
135491016	21	120	1
135491253	4	120	1
135491363	31	120	1
135491366	21	120	1
135491488	20	120	1
135492346	21	120	1
135492574	21	120	1
135492814	20	120	1
135493123	21	120	1
135495147	2	120	1
135495622	44	120	1
135495834	53	120	1
135496055	32	120	1
135496080	4	120	1
135496375	22	120	1
135496525	45	120	1
135496716	53	120	1
135496931	44	120	1
135496969	4	120	1
135497144	29	120	1
135497759	53	120	1
135497892	52	120	1
135498144	53	120	1
135498479	30	120	1
135499200	31	120	1
135499267	30	120	1
135499513	23	120	1
135499626	23	120	1
135499674	30	120	1
135499909	53	120	1
135500625	31	120	1
135500655	31	120	1
135500875	20	120	1
135500987	37	120	1
135501026	39	120	1
135502056	15	120	1
135502181	5	120	1
135502700	3	120	1
135503238	5	120	1
135504217	4	120	1
135504627	5	120	1
135505746	10	120	1
135505835	9	120	1
135506106	10	120	1
135506190	9	120	1
135506465	5	120	1
135506656	5	120	1
135506672	10	120	1
135506746	10	120	1
135506801	5	120	1
135507423	5	120	1
135507631	5	120	1
135507675	19	120	1
135507829	5	120	1
135508492	5	120	1
135509211	5	120	1
135509816	9	120	1
135510012	19	120	1
135510034	23	120	1
135511017	20	120	1
135511791	10	120	1
135511862	13	120	1
135511954	2	120	1
135514632	5	120	1
135515054	8	120	1
135515509	4	120	1
135515544	12	120	1
135516275	5	120	1
135516416	13	120	1
135517630	11	120	1
135517697	12	120	1
135518233	5	120	1
135518237	5	120	1
135518997	5	120	1
135519110	5	120	1
135519234	4	120	1
135520086	5	120	1
135520122	5	120	1
135520334	5	120	1
135521380	5	120	1
135521418	5	120	1
135521508	5	120	1
135521560	9	120	1
135521934	6	120	1
135522029	3	120	1
135522552	2	120	1
135522761	5	120	1
135524769	4	120	1
135529133	24	120	1
135529679	5	120	1
135534651	5	120	1
135536072	7	120	1
135536735	6	120	1
135537358	6	120	1
135537833	19	120	1
135537852	12	120	1
135538279	2	120	1
135538571	5	120	1
135539611	19	120	1
135539750	5	120	1
135540340	7	120	1
135541840	7	120	1
135541960	7	120	1
135545024	7	120	1
135545123	7	120	1
135546169	5	120	1
135546432	7	120	1
135548330	7	120	1
135548689	7	120	1
135550351	3	120	1
135551152	7	120	1
135552351	7	120	1
135552894	7	120	1
135553732	6	120	1
135555220	7	120	1
135555339	7	120	1
135555517	13	120	1
135555736	9	120	1
135555757	24	120	1
135555790	7	120	1
135558016	7	120	1
135558212	7	120	1
135558844	7	120	1
135558869	19	120	1
135559691	7	120	1
135560160	7	120	1
135560179	5	120	1
135561256	7	120	1
135561270	7	120	1
135561754	5	120	1
135562218	10	120	1
135563351	3	120	1
135563818	11	120	1
135563880	2	120	1
135566332	4	120	1
135567385	5	120	1
135568060	7	120	1
135568897	5	120	1
135569834	7	120	1
135570823	7	120	1
135571133	6	120	1
135571695	11	120	1
135573195	7	120	1
135573590	7	120	1
135573622	7	120	1
135573869	6	120	1
135574102	8	120	1
135574748	6	120	1
135576557	15	120	1
135577031	7	120	1
135581566	5	120	1
135581908	8	120	1
135583911	5	120	1
135584131	5	120	1
135584527	5	120	1
135585082	5	120	1
135585784	3	120	1
135587373	2	120	1
135588855	10	120	1
135589184	5	120	1
135590543	20	120	1
135590871	21	120	1
135591229	55	120	1
135591363	4	120	1
135592257	9	120	1
135592320	55	120	1
135592551	43	120	1
135593110	8	120	1
135595925	37	120	1
135597077	28	120	1
135597095	27	120	1
135598598	3	120	1
135599375	28	120	1
135600160	30	120	1
135600169	12	120	1
135601437	36	120	1
135601541	47	120	1
135602060	35	120	1
135602616	9	120	1
135603047	9	120	1
135603724	27	120	1
135604111	38	120	1
135604119	27	120	1
135604559	36	120	1
135605748	4	120	1
135607597	10	120	1
135607786	10	120	1
135608840	32	120	1
135609198	22	120	1
135609500	32	120	1
135609576	21	120	1
135609859	6	120	1
135610785	36	120	1
135611105	32	120	1
135611333	32	120	1
135611956	3	120	1
135612706	2	120	1
135613759	30	120	1
135613919	10	120	1
135615062	11	120	1
135615365	10	120	1
135615677	12	120	1
135616926	39	120	1
135617413	10	120	1
135619771	11	120	1
135621357	16	120	1
135622150	35	120	1
135622196	18	120	1
135623047	37	120	1
135624027	55	120	1
135624360	55	120	1
135624446	19	120	1
135624538	55	120	1
135624783	55	120	1
135626513	16	120	1
135626597	9	120	1
135626609	39	120	1
135626903	2	120	1
135626982	3	120	1
135627411	11	120	1
135628525	9	120	1
135628592	11	120	1
135628620	10	120	1
135628778	41	120	1
135629346	11	120	1
135629399	18	120	1
135629432	2	120	1
135629446	7	120	1
135629535	40	120	1
135629605	29	120	1
135630158	13	120	1
135633765	8	120	1
135634279	11	120	1
135634292	11	120	1
135634649	40	120	1
135634887	12	120	1
135634888	12	120	1
135634916	11	120	1
135634934	11	120	1
135635262	22	120	1
135635283	11	120	1
135635321	12	120	1
135635361	11	120	1
135635416	10	120	1
135635465	4	120	1
135635557	10	120	1
135635680	11	120	1
135635698	27	120	1
135635710	16	120	1
135635851	8	120	1
135635852	10	120	1
135636029	9	120	1
135636045	11	120	1
135636155	11	120	1
135636216	31	120	1
135636245	10	120	1
135636286	23	120	1
135636308	18	120	1
135636316	3	120	1
135636331	10	120	1
135636399	23	120	1
135636592	12	120	1
135636668	12	120	1
135636745	11	120	1
135636759	10	120	1
135636793	11	120	1
135637017	11	120	1
135637021	21	120	1
135637385	8	120	1
135638251	7	120	1
135638653	10	120	1
135638752	10	120	1
135638923	9	120	1
135639045	33	120	1
135639054	13	120	1
135639953	30	120	1
135640039	9	120	1
135641047	8	120	1
135641863	23	120	1
135642148	10	120	1
135642698	2	120	1
135643283	10	120	1
135643870	9	120	1
135644297	10	120	1
135644514	10	120	1
135645249	33	120	1
135645353	17	120	1
135645772	50	120	1
135647035	10	120	1
135648914	10	120	1
135649075	3	120	1
135649262	10	120	1
135649990	31	120	1
135650827	31	120	1
135651520	31	120	1
135652333	10	120	1
135652746	7	120	1
135653078	2	120	1
135653661	31	120	1
135654066	31	120	1
135654997	15	120	1
135655178	8	120	1
135655781	28	120	1
135656224	37	120	1
135656761	14	120	1
135660572	52	120	1
135660588	10	120	1
135661252	39	120	1
135662143	39	120	1
135662987	3	120	1
135664354	19	120	1
135666002	33	120	1
135666896	16	120	1
135668797	19	120	1
135669186	44	120	1
135669281	33	120	1
135673993	34	120	1
135674570	34	120	1
135674628	40	120	1
135675028	54	120	1
135675159	56	120	1
135675205	38	120	1
135675206	6	120	1
135678379	5	120	1
135678575	26	120	1
135680430	26	120	1
135680698	26	120	1
135681528	15	120	1
135681802	5	120	1
135682302	26	120	1
135682895	31	120	1
135682953	8	120	1
135683372	31	120	1
135683513	26	120	1
135683615	26	120	1
135683704	52	120	1
135685196	28	120	1
135685217	5	120	1
135686037	25	120	1
135686241	2	120	1
135686663	25	120	1
135687761	27	120	1
135687917	27	120	1
135687921	38	120	1
135688610	30	120	1
135688759	30	120	1
135689106	5	120	1
135689418	31	120	1
135689439	31	120	1
135689535	26	120	1
135689767	30	120	1
135689824	18	120	1
135689922	11	120	1
135690376	15	120	1
135690822	30	120	1
135690857	28	120	1
135692179	14	120	1
135692207	17	120	1
135692646	3	120	1
135692873	31	120	1
135693599	10	120	1
135693602	20	120	1
135694136	31	120	1
135694339	31	120	1
135694748	5	120	1
135695216	26	120	1
135695276	3	120	1
135695760	26	120	1
135696228	26	120	1
135696355	31	120	1
135696587	11	120	1
135696671	31	120	1
135696732	31	120	1
135697411	2	120	1
135697742	32	120	1
135698364	14	120	1
135698829	23	120	1
135699762	31	120	1
135700215	3	120	1
135701247	26	120	1
135701691	31	120	1
135701867	10	120	1
135702038	2	120	1
135702349	13	120	1
135702683	26	120	1
135702809	4	120	1
135703529	3	120	1
135703556	4	120	1
135704653	11	120	1
135704826	30	120	1
135704851	31	120	1
135705197	31	120	1
135705412	31	120	1
135705701	26	120	1
135705708	26	120	1
135705907	3	120	1
135706253	31	120	1
135706420	26	120	1
135706796	4	120	1
135707127	31	120	1
135707592	31	120	1
135708659	17	120	1
135708849	26	120	1
135709790	31	120	1
135709982	31	120	1
135710503	11	120	1
135711318	31	120	1
135712518	23	120	1
135712556	26	120	1
135712924	31	120	1
135713501	31	120	1
135713941	26	120	1
135715029	18	120	1
135715040	26	120	1
135715530	31	120	1
135715610	31	120	1
135715782	31	120	1
135715928	26	120	1
135716284	7	120	1
135717035	31	120	1
135718480	31	120	1
135718660	27	120	1
135718996	24	120	1
135719139	48	120	1
135719149	31	120	1
135719762	5	120	1
135719793	31	120	1
135721031	31	120	1
135721443	26	120	1
135721654	31	120	1
135721881	31	120	1
135722292	4	120	1
135723104	30	120	1
135724000	21	120	1
135724711	25	120	1
135724741	27	120	1
135724992	5	120	1
135726497	3	120	1
135726845	30	120	1
135727080	31	120	1
135727850	46	120	1
135728124	24	120	1
135728556	30	120	1
135729039	34	120	1
135729893	33	120	1
135729921	30	120	1
135730291	12	120	1
135730396	4	120	1
135731491	31	120	1
135732459	31	120	1
135732589	31	120	1
135732789	27	120	1
135733015	31	120	1
135733501	6	120	1
135733585	5	120	1
135733874	30	120	1
135734072	3	120	1
135734804	31	120	1
135735075	26	120	1
135735944	2	120	1
135737679	24	120	1
135737681	30	120	1
135737685	24	120	1
135738441	5	120	1
135738849	45	120	1
135738910	5	120	1
135739190	31	120	1
135742296	21	120	1
135742644	26	120	1
135743504	16	120	1
135743550	31	120	1
135743813	25	120	1
135744032	31	120	1
135744127	26	120	1
135744344	26	120	1
135744472	16	120	1
135744486	25	120	1
135744780	5	120	1
135745378	33	120	1
135745780	3	120	1
135746168	23	120	1
135747549	31	120	1
135748439	31	120	1
135748814	26	120	1
135749011	26	120	1
135749137	31	120	1
135749791	7	120	1
135750209	22	120	1
135751309	31	120	1
135751427	26	120	1
135751678	2	120	1
135752231	26	120	1
135752763	5	120	1
135752846	31	120	1
135753037	26	120	1
135753158	26	120	1
135753576	8	120	1
135754699	2	120	1
135755311	26	120	1
135755473	29	120	1
135755475	5	120	1
135758291	25	120	1
135759991	30	120	1
135760430	48	120	1
135760960	48	120	1
135761887	25	120	1
135762061	18	120	1
135762367	47	120	1
135762847	2	120	1
135763638	31	120	1
135764552	16	120	1
135764969	29	120	1
135765486	31	120	1
135765869	9	120	1
135765941	5	120	1
135767002	48	120	1
135767329	31	120	1
135767352	31	120	1
135767385	7	120	1
135767457	31	120	1
135768658	31	120	1
135768762	5	120	1
135769016	16	120	1
135769117	30	120	1
135769603	31	120	1
135769926	16	120	1
135770287	31	120	1
135770665	31	120	1
135771110	5	120	1
135771283	4	120	1
135771334	31	120	1
135772550	26	120	1
135773813	5	120	1
135773867	26	120	1
135774053	26	120	1
135774246	26	120	1
135774493	5	120	1
135775981	24	120	1
135776982	58	120	1
135777025	53	120	1
135777191	31	120	1
135777343	24	120	1
135777958	5	120	1
135778511	5	120	1
135778533	30	120	1
135778649	31	120	1
135781102	26	120	1
135781244	25	120	1
135781361	29	120	1
135782116	31	120	1
135782606	31	120	1
135782704	26	120	1
135782797	26	120	1
135783197	31	120	1
135787025	31	120	1
135788754	16	120	1
135788772	5	120	1
135789603	31	120	1
135789947	26	120	1
135790424	31	120	1
135790567	31	120	1
135792279	5	120	1
135792451	3	120	1
135792667	26	120	1
135793254	33	120	1
135793255	7	120	1
135793481	31	120	1
135793557	26	120	1
135793972	15	120	1
135794937	5	120	1
135794982	32	120	1
135795042	32	120	1
135795338	32	120	1
135795439	31	120	1
135795994	26	120	1
135796294	10	120	1
135796463	29	120	1
135797365	11	120	1
135797781	33	120	1
135798714	5	120	1
135799068	25	120	1
135799343	2	120	1
135799396	25	120	1
135799698	25	120	1
135799764	25	120	1
135799929	20	120	1
135800027	25	120	1
135800656	25	120	1
135800764	25	120	1
135800903	25	120	1
135801267	2	120	1
135801539	16	120	1
135802138	25	120	1
135802145	25	120	1
135802413	25	120	1
135802440	8	120	1
135803455	24	120	1
135804213	23	120	1
135804359	25	120	1
135804373	25	120	1
135804498	25	120	1
135804803	25	120	1
135804853	25	120	1
135805432	25	120	1
135805504	20	120	1
135806212	25	120	1
135806509	25	120	1
135806714	24	120	1
135807946	20	120	1
135808226	20	120	1
135808316	20	120	1
135808347	25	120	1
135808671	4	120	1
135808838	5	120	1
135809015	13	120	1
135809300	10	120	1
135809374	25	120	1
135810445	5	120	1
135810728	4	120	1
135811023	23	120	1
135811051	25	120	1
135811430	25	120	1
135811554	25	120	1
135812225	20	120	1
135812290	20	120	1
135812511	25	120	1
135812526	3	120	1
135812717	25	120	1
135812773	25	120	1
135812903	25	120	1
135813064	25	120	1
135813302	25	120	1
135813399	25	120	1
135813666	25	120	1
135813732	14	120	1
135813738	25	120	1
135813857	20	120	1
135814156	22	120	1
135814670	24	120	1
135814912	24	120	1
135815001	25	120	1
135815009	25	120	1
135815466	26	120	1
135815616	25	120	1
135815851	20	120	1
135815916	19	120	1
135816402	5	120	1
135816815	2	120	1
135817017	25	120	1
135817137	4	120	1
135817203	22	120	1
135817428	26	120	1
135817665	22	120	1
135817724	26	120	1
135818161	22	120	1
135818683	22	120	1
135818785	22	120	1
135819587	26	120	1
135819966	5	120	1
135821172	22	120	1
135822657	5	120	1
135823043	27	120	1
135823540	26	120	1
135823750	18	120	1
135824817	27	120	1
135825448	27	120	1
135826872	22	120	1
135827125	26	120	1
135827195	22	120	1
135827618	24	120	1
135828017	22	120	1
135828278	5	120	1
135828409	27	120	1
